ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-030DC4,88 ㎡,,Casa adosada con terraza cerca del mar,Palma,Portixol & Molinar,860.000 EUR,2,2
W-030DEY,181 ㎡,,Elegante residencia con vistas a la Sierra de Tramuntana,Suroeste,Port Andratx,2.675.000 EUR,3,4
W-02WX05,,2.185 ㎡,Solar edificable con impresionantes vistas al golf en Son Vida,Son Vida & Palma Alrededores,Son Vida,3.000.000 EUR,,
W-030JFI,884 ㎡,2.015 ㎡,Amplia villa con licencia de alquiler vacacional en ubicación exclusiva de Son Vida,Son Vida & Palma Alrededores,Son Vida,5.950.000 EUR,8,8
W-030KPI,227 ㎡,,Finca apartada con vistas impresionantes en el Valle de Sóller,Oeste,Sóller,2.655.000 EUR,3,3
W-030G4D,,966 ㎡,Solar edificable en una de las mejores zonas de Palma,Son Vida & Palma Alrededores,Palma Golf,950.000 EUR,,
W-02PSMN,390 ㎡,683 ㎡,Villa de obra nueva en Calvià: elegancia rural atemporal,Suroeste,Calvià,2.950.000 EUR,5,5
W-02MC8K,215 ㎡,1.000 ㎡,Oportunidad exclusiva: moderna villa con vistas al mar en una ubicación privilegiada,Norte,Alcudia - Bonaire,3.300.000 EUR,4,4
W-030CEQ,383 ㎡,1.360 ㎡,Preciosa villa en primera linea con acceso al mar,Sureste,Portocolom,3.600.000 EUR,7,4
W-02DSN2,190 ㎡,,Ático reformado con vistas espectaculares al mar y perfecta orientación,Suroeste,Bendinat,2.950.000 EUR,3,3
W-02HDAV,75 ㎡,,Apartamento en planta baja con jardín privado en un complejo residencial exclusivo,Sureste,Sa Rapita,590.000 EUR,2,2
W-02O05A,480 ㎡,1.200 ㎡,Histórica fábrica textil en Establiments,Son Vida & Palma Alrededores,Establiments,3.500.000 EUR,4,4
W-030LWG,137 ㎡,,Ático dúplex de lujo con vistas al mar,Noreste,Port Verd,950.000 EUR,3,3
W-030BC1,145 ㎡,420 ㎡,Chalet cerca de la playa con licencia para alquiler vacacional,Sureste,Cala Llombards,1.290.000 EUR,3,2
W-02Z7TD,97 ㎡,,Amplio apartamento con piscina comunitaria,Palma,Playa de Palma & Arenal,475.000 EUR,3,2
W-030LA8,224 ㎡,183 ㎡,Renovada casa de pueblo con un patio grande,Noreste,Son Servera,780.000 EUR,4,3
W-030L53,375 ㎡,"1,52 ㏊",Amplia finca de nueva construcción con vistas a la Tramuntana en Inca,Central,Inca,5.100.000 EUR,5,5
W-030FW4,376 ㎡,1.166 ㎡,"Villa elegante con piscina infinita y vistas al mar en Alcanada, Alcúdia",Norte,Puerto Alcudia - Alcanada,2.275.000 EUR,4,6
W-02T7JE,181 ㎡,356 ㎡,Villa frente al mar con piscina,Palma,Portixol & Molinar,2.500.000 EUR,3,3
W-0304WS,,"2,23 ㏊",Parcela escénica con proyecto aprobado y vistas panorámicas en Sencelles,Central,Sencelles,750.000 EUR,,
W-0224BW,379 ㎡,"2,34 ㏊",Casa de campo con licencia de alquiler vacacional,Central,Binissalem,3.500.000 EUR,5,3
W-030FLV,376 ㎡,,Villa de alto diseño con piscina,Palma,Playa de Palma & Arenal,2.500.000 EUR,4,4
W-030J40,154 ㎡,176 ㎡,Casa de pueblo con proyecto de ampliación aprobado,Noreste,San Lorenzo,450.000 EUR,2,2
W-022TUD,160 ㎡,6.094 ㎡,Encantadora casa de campo tradicional en Pollensa con piscina y licencia de alquiler vacacional,Norte,Pollensa,1.600.000 EUR,3,2
W-030IV7,235 ㎡,"1,72 ㏊",Nuevo proyecto de construcción cerca de Cas Concos,Sureste,Felanitx,1.500.000 EUR,4,4
W-030IV6,235 ㎡,"1,68 ㏊",Nuevo proyecto de construcción cerca de Cas Concos,Sureste,Felanitx,1.500.000 EUR,4,4
W-02WEB9,106 ㎡,,Moderno piso con jardín en una zona exclusiva de Palma,Son Vida & Palma Alrededores,Palma Golf,970.000 EUR,3,2
W-0302Y2,176 ㎡,119 ㎡,Casa urbana llena de luz con encanto,Sureste,Ses Salines,1.790.000 EUR,3,3
W-030ELE,163 ㎡,223 ㎡,Adosado de estilo mediterráneo con vistas a la montaña en Puigpunyent,Son Vida & Palma Alrededores,Puigpunyent & Galilea,895.000 EUR,5,3
W-02ZYUD,152 ㎡,,Encantadora casa histórica en pintoresco Deià con planes de ampliación aprobados,Oeste,Deià,1.300.000 EUR,3,1
W-02Y2WE,173 ㎡,161 ㎡,Encantadora casa de pueblo con piscina,Central,Maria de la Salut,845.000 EUR,3,3
W-030DCR,205 ㎡,509 ㎡,Villa moderna con piscina de agua salada cerca de la playa de Palmanova,Suroeste,Palmanova,2.300.000 EUR,3,3
W-02S79C,937 ㎡,"11,38 ㏊",Excepcional finca de agroturismo en el corazón de Mallorca,Central,Sencelles,A Consultar,12,14
W-02Z5ZI,275 ㎡,598 ㎡,Chalet de diseño con bajo mantenimiento en Son Vida,Son Vida & Palma Alrededores,Son Vida,3.300.000 EUR,3,3
W-02ZVE1,97 ㎡,,Piso encantador cerca de la playa de Ciudad Jardín,Palma,Portixol & Molinar,680.000 EUR,3,1
W-030DW4,212 ㎡,"1,69 ㏊",Encantadora finca mediterránea en Es Llombards con carácter auténtico,Sureste,Es Llombards,1.950.000 EUR,3,3
W-02ZQ6G,266 ㎡,,Encantadora casa de pueblo en el corazón de Sóller - Restaurada con estilo y vistas a la montaña,Oeste,Sóller,1.825.000 EUR,4,4
W-02Z0QS,110 ㎡,,Joya urbana en el casco antiguo de Palma – Encantador dúplex cerca de la Catedral,Palma,Palma Catedral - Casco Antiguo,1.200.000 EUR,2,2
W-01ZHDY,355 ㎡,872 ㎡,Fantástico chalet con vistas al mar y piscina,Sur,Cala Pi,2.460.000 EUR,5,4
W-02X9TJ,302 ㎡,1.276 ㎡,Encantadora casa de campo mediterránea en Llucmajor,Sur,Llucmajor,1.995.000 EUR,3,3
W-030FY7,77 ㎡,,Piso renovado en Puerto Portals,Suroeste,Portals,749.000 EUR,2,1
W-030DCF,139 ㎡,,Luminoso piso con vistas panorámicas 360º en Es Fortí,Palma,Es Forti,860.000 EUR,3,3
W-030A9X,360 ㎡,485 ㎡,Exclusiva casa de pueblo en zona tranquila de Santanyí,Sureste,Santanyí,3.480.000 EUR,3,3
W-02VPTZ,333 ㎡,1.936 ㎡,Villa Moderna y de Alta Calidad en una Zona Tranquila de Port Andratx,Suroeste,Port Andratx,6.500.000 EUR,4,3
W-030DCV,,"2,13 ㏊",Terreno edificable situado en un entorno idílico,Central,Algaida,248.000 EUR,,
W-030DD6,,"2,15 ㏊",Terreno edificable situado en un entorno idílico,Central,Algaida,248.000 EUR,,
W-02ZSJP,250 ㎡,1.049 ㎡,Oasis de tranquilidad mediterránea en segunda línea de mar en Cala Gran con licencia de alquiler,Sureste,Cala d'Or,1.739.000 EUR,3,4
W-030DS0,,"4,81 ㏊",Amplio solar cerca de la playa,Sureste,Cala Santanyi,850.000 EUR,,
W-02ZVYM,120 ㎡,,Encantadora casa adosada con impresionante terraza en la azotea y vistas a la montaña en Estellencs,Oeste,Estellencs,350.000 EUR,3,1
W-030FFQ,548 ㎡,3.445 ㎡,Extraordinario palacio modernista reformada,Central,Santa María,4.950.000 EUR,6,6
W-02RHEI,137 ㎡,,Precioso ático de nueva construcción,Palma,Palma Catedral - Casco Antiguo,1.175.000 EUR,2,2
W-02RNLQ,257 ㎡,,Adosado en una ubicación exclusiva,Suroeste,Portals,1.525.000 EUR,3,2
W-02O5DY,240 ㎡,706 ㎡,Villa unifamiliar tradicional cerca del mar en Cala San Vicente,Norte,Cala San Vicente,850.000 EUR,5,5
W-03031M,148 ㎡,750 ㎡,Villa moderna con licencia ETV cerca de la playa,Suroeste,Port Adriano,3.490.000 EUR,4,5
W-0309E0,,1.006 ㎡,Solar en ubicación privilegiada con proyecto de obra nueva presentado y vistas al mar,Suroeste,Camp de Mar,2.450.000 EUR,,
W-030BWU,203 ㎡,,Piso perfectamente reformado con vistas al mar y en una ubicación privilegiada,Suroeste,Cas Catalá,2.500.000 EUR,4,4
W-02WPQW,118 ㎡,378 ㎡,Bonita villa con ETV en Can Picafort,Norte,Can Picafort,785.000 EUR,4,3
W-02YRCI,,207 ㎡,"Parcela con proyecto y licencia de obra en el corazón de Muro, Mallorca",Norte,Muro,192.000 EUR,,
W-0303K3,900 ㎡,2.137 ㎡,Excepcional villa con impresionantes vistas a la montaña en Son Vida,Son Vida & Palma Alrededores,Son Vida,8.350.000 EUR,6,6
W-026NFR,191 ㎡,,Moderno apartamento en el Paseo Marítimo de Puerto Alcudia con vistas al puerto y la bahía,Norte,Puerto Alcudia,965.000 EUR,3,4
W-02WUOJ,158 ㎡,1.200 ㎡,"Villa en primera línea con licencia turística y de construcción, Alcanada",Norte,Puerto Alcudia - Alcanada,4.300.000 EUR,6,3
W-02ZWYV,147 ㎡,,Exquisita casa de More Design en Deià - Actualmente sirve de elegante oficina,Oeste,Deià,780.000 EUR,2,1
W-02MHMJ,272 ㎡,991 ㎡,Magnifica casa con privacidad y vistas parciales al mar,Suroeste,Santa Ponsa,3.450.000 EUR,5,5
W-02RUJI,245 ㎡,900 ㎡,Villa moderna mediterránea con licencia de alquiler,Suroeste,Santa Ponsa,3.450.000 EUR,4,4
W-02OX6Z,224 ㎡,,Dúplex elegante con vistas impresionantes y piscina comunitaria,Central,San Juan,449.000 EUR,2,2
W-02S1RH,,7.336 ㎡,Terreno con proyecto en urbanización idílica,Central,S'Aranjassa,495.000 EUR,,
W-02ZPD9,123 ㎡,,Apartamento con orientación sur en un popular comunidad en Santa Ponsa,Suroeste,Santa Ponsa,870.000 EUR,2,3
W-02OT9B,591 ㎡,"1,43 ㏊",Finca de lujo de nueva construcción con vista,Central,Selva,4.950.000 EUR,4,6
W-02WT9L,284 ㎡,1.047 ㎡,"Moderna y elegante villa a un corto paseo del colegio internacional en Sa Pobla, Mallorca",Norte,Sa Pobla,1.650.000 EUR,4,4
W-02ZSI0,127 ㎡,,Moderno ático con espectaculares vistas al mar de 360º,Suroeste,Port Andratx,2.980.000 EUR,3,2
W-0300WH,90 ㎡,,"Elegante apartamento tipo casa con jardín, acceso privado y piscina en La Bonanova.",Palma,La Bonanova,749.000 EUR,2,2
W-02ZMK0,161 ㎡,2.940 ㎡,Idilio natural en Sa Coma - La serenidad mallorquina se une a la vida contemporánea,Suroeste,Andratx,1.140.000 EUR,4,3
W-02ZJOR,385 ㎡,9.300 ㎡,Villa tranquila con Gran Piscina y Vistas Panorámicas en Puntiró,Central,Puntiró,2.250.000 EUR,6,3
W-02USK1,730 ㎡,1.470 ㎡,Lujosa villa de nueva construcción con vistas panorámicas al mar,Suroeste,Santa Ponsa,8.800.000 EUR,4,5
W-02J2M1,336 ㎡,"1,78 ㏊",Hermosa finca nueva con encanto mediterráneo,Sureste,Santanyí,2.950.000 EUR,5,5
W-02WANF,430 ㎡,"1,84 ㏊",Preciosa casa de campo reformada en ubicación de ensueño,Sur,Llucmajor,3.900.000 EUR,9,7
W-02ZMQ8,375 ㎡,251 ㎡,Casa de pueblo cuidadosamente renovada y con licencia de alquiler en Artá,Noreste,Artá,1.920.000 EUR,3,4
W-03053A,109 ㎡,,"Hogar de diseño en Son Armadans con terraza, piscina y garaje",Palma,Son Armadams,850.000 EUR,2,2
W-030BIR,,"1,66 ㏊",Terreno edificable con licencia para casa unifamiliar con piscina y vistas panorámicas cerca de Son Carrió,Noreste,Son Carrio,385.000 EUR,,
W-03099M,34 ㎡,,¡Listo para entrar a vivir! Estudio de 1 dormitorio con impresionantes vistas al mar,Norte,Puerto Alcudia,210.000 EUR,,1
W-02V71W,350 ㎡,226 ㎡,Casa de pueblo luminosa cerca de la plaza del mercado,Sur,Llucmajor,A Consultar,5,3
W-02PL9A,358 ㎡,"1,43 ㏊",En Santa Margalida – Un proyecto único con vistas panorámicas,Norte,Santa Margalida,3.200.000 EUR,4,4
W-02Z4L6,94 ㎡,,Encantador apartamento con impresionante vista al mar en Puerto de Sóller,Oeste,Puerto de Sóller,650.000 EUR,3,2
W-02WQJC,312 ㎡,1.150 ㎡,"Moderna villa de lujo con vistas panorámicas a la bahía en Alcudia, Mallorca",Norte,Alcudia - Bonaire,3.950.000 EUR,4,4
W-0309QP,110 ㎡,,Apartamento con jardín en una moderna urbanización de obra nueva cerca de la playa,Suroeste,Palmanova,755.000 EUR,3,2
W-0309X3,93 ㎡,,Ático de obra nueva con solárium y vista al mar,Suroeste,Palmanova,775.000 EUR,3,2
W-030908,98 ㎡,,Moderno apartamento de obra nueva cerca de la playa,Suroeste,Palmanova,606.000 EUR,2,2
W-030933,98 ㎡,,Ático de obra nueva a poca distancia a pie de la playa,Suroeste,Palmanova,686.000 EUR,2,2
W-03092B,115 ㎡,,Apartamento con jardín en un moderno complejo de obra nueva con gran piscina comunitaria,Suroeste,Palmanova,836.000 EUR,3,2
W-030AVP,289 ㎡,7.000 ㎡,Oasis de finca mediterránea cerca de Canyamel,Noreste,Canyamel,1.790.000 EUR,4,3
W-02Z8KW,,"4,24 ㏊",Encantadora parcela con licencia de construcción entre Llubí y María de la Salut,Central,Maria de la Salut,320.000 EUR,,
W-0309MV,95 ㎡,,"Piso reformado con estilo, balcón y ascensor",Palma,Palma Catedral - Casco Antiguo,695.000 EUR,2,2
W-02Z9ZW,,"1,43 ㏊",Encantadora parcela con licencia de construcción entre Llubí y María de la Salut,Central,Llubí,320.000 EUR,,
W-02YUYN,850 ㎡,2.137 ㎡,Exclusiva villa estilo bungalow en construcción en Son Vida,Son Vida & Palma Alrededores,Son Vida,8.500.000 EUR,5,5
W-02OVBU,350 ㎡,"3,5 ㏊",Propiedad única con increíbles vistas,Oeste,Port des Canonge,1.600.000 EUR,6,5
W-02RZW1,373 ㎡,1.586 ㎡,Encantadora villa con vista al mar en el campo de golf,Noreste,Costa de Los Pinos,1.950.000 EUR,5,3
W-02X4W0,523 ㎡,"70,98 ㏊",Propiedad rústica con dos casas mallorquinas y viñedos en ubicación privilegiada,Noreste,Artá,A Consultar,9,6
W-0304WN,387 ㎡,1.308 ㎡,Villa estilo Beach-House con vistas al puerto y al mar,Suroeste,Port Andratx,4.950.000 EUR,4,3
W-02ZILT,110 ㎡,,Elegante Casa con Jardín Privado y Piscina en Santa Catalina,Palma,Santa Catalina,1.290.000 EUR,2,2
W-0306MT,,"9,03 ㏊",Excelente oportunidad de inversión y desarrollo en Pollensa,Norte,Pollensa,1.300.000 EUR,,
W-02ZTXL,240 ㎡,412 ㎡,"Adosado con vistas al mar, piscina y garaje – cerca del campo de golf y la playa en Alcanada, Mallorca",Norte,Puerto Alcudia - Alcanada,1.650.000 EUR,4,3
W-00ZH7V,861 ㎡,6.017 ㎡,Finca tradicional en entorno romantico,Central,Lloret de Vista Alegre,2.650.000 EUR,6,5
W-02ZH9D,,3.000 ㎡,Terrenos para hasta cuatro villas exclusivas en Cala Murada,Sureste,Cala Murada,440.000 EUR,,
W-0302TN,101 ㎡,416 ㎡,Casa unifamiliar soleada cerca de la playa,Norte,Alcudia,620.000 EUR,3,3
W-02ZXKA,71 ㎡,,Apartamento con terraza acogedora en Son Espanyolet,Palma,Son Espanyolet,465.000 EUR,2,2
W-03042U,270 ㎡,200 ㎡,"Interesante casa con proyecto cerca del casco antiguo de Alcudia, Mallorca",Norte,Alcudia,398.000 EUR,3,3
W-02Z76A,1.153 ㎡,2.744 ㎡,Espectacular villa con impresionantes vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,19.995.000 EUR,7,8
W-0305KS,,"3,01 ㏊",Terreno con Proyecto cerca de Cas Concos,Sureste,Cas Concos,1.250.000 EUR,,
W-02HQM3,664 ㎡,1.230 ㎡,ANIMA - Villa de lujo con fantásticas vistas al mar en Santa Ponsa,Suroeste,Santa Ponsa,13.800.000 EUR,5,6
W-02YSMP,123 ㎡,,Apartamento reformado con gran terraza en el Terreno,Palma,El Terreno,895.000 EUR,2,2
W-02ZUBC,808 ㎡,"2,04 ㏊",Propiedad exclusiva en el Parque Natural de Mondragó,Sureste,Santanyí,7.500.000 EUR,7,8
W-03099W,,2.050 ㎡,Solar con fantásticas vistas al mar y solicitud de licencia de obra presentada,Suroeste,Port Andratx,9.800.000 EUR,,
W-02ZOZT,650 ㎡,1.089 ㎡,Villa moderna de nueva construcción con vistas al mar,Suroeste,Port Andratx,6.950.000 EUR,5,5
W-03091P,374 ㎡,1.253 ㎡,Lujo y elegancia en primera línea de mar,Sur,Sa Torre,6.900.000 EUR,5,5
W-02ZUAD,537 ㎡,3.800 ㎡,Estilosa Finca-Oasis con vistas al mar y privacidad cerca de Alquería Blanca,Sureste,Alquería Blanca,2.800.000 EUR,4,3
W-02ZRO5,200 ㎡,1.035 ㎡,Villa mediterránea con vistas al mar,Suroeste,Costa de la Calma,2.290.000 EUR,4,2
W-02Y5RP,4.000 ㎡,63 ㏊,Son Serralta: Excepcional casa señorial en pleno valle de la Serra de Tramuntana,Son Vida & Palma Alrededores,Puigpunyent & Galilea,24.000.000 EUR,10,16
W-0302AG,90 ㎡,,Exclusivo Apartamento con terraza y vistas al mar en el Paseo Marítimo de Palma,Palma,Paseo Marítimo,1.090.000 EUR,2,2
W-00A9KI,192 ㎡,635 ㎡,Casa de pueblo reformada con mucho estilo en las afueras de Campanet,Norte,Campanet,1.090.000 EUR,4,2
W-02ZLI7,354 ㎡,2.050 ㎡,Villa en mejor ubicación con casa de invitados y privacidad,Suroeste,Port Andratx,9.800.000 EUR,5,5
W-02Z8FW,370 ㎡,,Casa de pueblo en Calvia con 3 unidades de vivienda,Suroeste,Calvià,1.795.000 EUR,4,4
W-0302WK,157 ㎡,,"Casa adosada de lujo frente al mar en Capdepera, Mallorca",Noreste,Cala Ratjada,950.000 EUR,2,2
W-02WXIP,90 ㎡,,Encantador apartamento reformado con la playa a un paso,Suroeste,Cala Major,695.000 EUR,2,2
W-02YWV8,292 ㎡,,"Piso de obra nueva con terraza, parkings y piscina comunitaria",Palma,Portixol & Molinar,A Consultar,4,3
W-02VPQG,258 ㎡,350 ㎡,Exclusivo pareado con piscina privada en Puig de Ros,Sur,Puig de Ros,890.000 EUR,3,2
W-02ZZBJ,134 ㎡,111 ㎡,Casa de pueblo con encanto y espacio exterior en el corazón de Muro,Norte,Muro,410.000 EUR,3,2
W-02HOZN,86 ㎡,7.718 ㎡,Encantadora finca rústica con gran potencial cerca de Pollensa,Norte,Pollensa,890.000 EUR,4,1
W-02WTG2,190 ㎡,470 ㎡,Villa de nueva construcción con vistas al mar,Noreste,Son Servera,1.900.000 EUR,3,3
W-0303LF,501 ㎡,2.600 ㎡,Villa de golf atemporal con casa de invitados y alta eficiencia energética,Son Vida & Palma Alrededores,Son Vida,4.690.000 EUR,5,4
W-0305PF,667 ㎡,1.426 ㎡,Exclusiva villa con acceso directo al mar en Camp de Mar,Suroeste,Camp de Mar,11.500.000 EUR,4,5
W-02R790,,"2,83 ㏊",Oportunidad: proyecto excepcional con licencia,Central,Maria de la Salut,270.000 EUR,,
W-0305BZ,102 ㎡,,Impresionante Ático Dúplex con Vistas espectaculares,Palma,La Bonanova,849.000 EUR,2,2
W-02QWBY,,"2,14 ㏊",Bonito terreno con proyecto y vistas impresionantes a la montaña cerca de Selva,Central,Selva,895.000 EUR,,
W-02ZLMM,730 ㎡,402 ㎡,Obra maestra modernista en el corazón de Sóller con licencia vacacional,Oeste,Sóller,5.950.000 EUR,5,7
W-02S86T,,405 ㎡,Parcela con cáscara de construcción en construcción ecológica,Noreste,Colonia de St. Pere,580.000 EUR,,
W-02ZDB4,55 ㎡,,Ático en zona solicitada en el sur de Mallorca,Sur,Maioris Décima,270.000 EUR,1,1
W-02ZKIW,,756 ㎡,Terreno exclusivo a pie de Es Trenc,Sureste,Sa Rapita,305.000 EUR,,
W-02UYC2,1.092 ㎡,"2,36 ㏊","Una oportunidad única en la Sierra de Tramuntana de Mallorca, protegida por la UNESCO",Oeste,Valldemossa,12.950.000 EUR,8,10
W-02ZFTK,287 ㎡,"1,41 ㏊",Finca idílica con vistas panorámicas,Central,Portol,3.300.000 EUR,4,3
W-0300RA,,"3,48 ㏊",Impresionante Parcela Elevada con Vistas Panorámicas de la Sierra de Tramuntana,Central,Montuiri,850.000 EUR,,
W-02YPHR,141 ㎡,,Impresionante ático con vistas al mar en Nova Santa Ponsa,Suroeste,Santa Ponsa,3.650.000 EUR,3,3
W-02X5O0,170 ㎡,355 ㎡,Exclusivo pareado moderno con piscina y jardín privado,Sur,Puig de Ros,1.290.000 EUR,4,3
W-02W0FU,,810 ㎡,Terreno en una ubicación privilegiada junto al mar,Sur,Bahía Grande / Bahía Azul,450.000 EUR,,
W-0302F5,,1.750 ㎡,Parcela premium con proyecto presentado y fantásticas vistas al puerto y al mar,Suroeste,Port Andratx,8.500.000 EUR,,
W-02RS0H,221 ㎡,1.440 ㎡,Atractivo proyecto de reforma en Costa d’en Blanes,Suroeste,Costa d'en Blanes,1.850.000 EUR,4,3
W-02KV1Y,1.045 ㎡,2.104 ㎡,Impresionante villa de estilo rústico en Son Vida,Son Vida & Palma Alrededores,Son Vida,11.400.000 EUR,5,
W-02ZEAM,232 ㎡,,Elegante casa urbana con terraza en Calatrava,Palma,Palma Catedral - Casco Antiguo,2.550.000 EUR,3,3
W-03031I,153 ㎡,,Casa adosada modernizada con piscina comunitaria y vistas al mar cerca de Cala Ratjada,Noreste,Cala Ratjada,950.000 EUR,2,2
W-02ZKVS,38 ㎡,,Estudio con 360º vista sobre los tejados de Palma – El Terreno,Palma,El Terreno,420.000 EUR,1,1
W-02ZVWR,140 ㎡,540 ㎡,Casa en 1ª línea de mar para reformar,Sureste,Portopetro,1.900.000 EUR,4,2
W-02ZYA4,280 ㎡,,HERMOSA CASA EN DEIÀ,Oeste,Deià,1.000.000 EUR,3,4
W-02ZWM6,299 ㎡,1.053 ㎡,Espectacular villa de lujo en Crestatx,Norte,Sa Pobla,2.400.000 EUR,4,5
W-021OYK,743 ㎡,5.325 ㎡,Villa SALIMAR- Villa única en 1ª linea del mar en Santa Ponsa,Suroeste,Santa Ponsa,34.450.000 EUR,9,9
W-020HAV,,2.081 ㎡,Solar edificable orientado al sur con vistas panorámicas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,4.600.000 EUR,,
W-02ZRU7,279 ㎡,"2,5 ㏊",Finca romántica con impresionantes vistas al mar y puestas de sol,Oeste,Deià,5.950.000 EUR,4,3
W-02CYP4,208 ㎡,,Magnífico ático en Nova Santa Ponsa,Suroeste,Santa Ponsa,1.390.000 EUR,3,3
W-02ZXCS,186 ㎡,131 ㎡,Encantadora Casa de Pueblo en el Corazón de Sóller,Oeste,Sóller,1.350.000 EUR,3,3
W-02U7LM,114 ㎡,,Ambiente mediterráneo en Santa Ponsa,Suroeste,Santa Ponsa,670.000 EUR,2,2
W-030102,270 ㎡,488 ㎡,Una villa para enamorarse con vistas panorámicas al mar,Palma,Genova,2.750.000 EUR,5,5
W-02M968,146 ㎡,,Ático en primera línea de mar en Santa Ponsa,Suroeste,Santa Ponsa,2.150.000 EUR,4,2
W-02VXIB,107 ㎡,,Apartamento renovado con calidades excepcionales en ubicación privilegiada en Bendinat,Suroeste,Bendinat,1.495.000 EUR,3,2
W-02ZSGX,103 ㎡,,Ático con vistas al mar en Sa Vinya,Suroeste,Bendinat,1.450.000 EUR,2,2
W-02Q3CO,827 ㎡,2.806 ㎡,Su Paraíso Privado en el Corazón de Son Vida,Son Vida & Palma Alrededores,Son Vida,5.950.000 EUR,5,6
W-02ZV4H,103 ㎡,,Ático mediterráneo con vistas al puerto,Suroeste,Port Andratx,890.000 EUR,2,2
W-03017P,155 ㎡,,Apartamento de obra nueva con vistas al mar,Suroeste,Santa Ponsa,1.970.000 EUR,4,3
W-02RC2E,280 ㎡,150 ㎡,Exclusiva casa de pueblo en el corazón de Alaró,Central,Alaró,1.850.000 EUR,4,4
W-02ZUB1,508 ㎡,1.828 ㎡,Exclusiva villa de nueva construcción en una ubicación tranquila,Suroeste,Camp de Mar,5.500.000 EUR,4,4
W-0300K0,,"3,2 ㏊",Terreno de ensueño con vistas panorámicas en Manacor,Noreste,Manacor,450.000 EUR,,
W-02XL66,388 ㎡,1.570 ㎡,Encantadora villa con fantásticas vistas al mar,Sur,Bahía Grande / Bahía Azul,2.980.000 EUR,5,5
W-0228XZ,217 ㎡,1.182 ㎡,Villa inundada de luz natural con vistas al mar,Sureste,Cala Llombards,2.995.000 EUR,3,2
W-02ZNYA,77 ㎡,,Nuevo proyecto exclusivo en Portixol,Palma,Portixol & Molinar,585.000 EUR,2,1
W-02ZNYD,83 ㎡,,Nuevo proyecto exclusivo en El Molinar,Palma,Portixol & Molinar,1.100.000 EUR,2,2
W-02XY8G,205 ㎡,,Apartamento de alta calidad con gran terraza,Central,Santa María,1.250.000 EUR,3,2
W-02ZHMP,410 ㎡,"1,56 ㏊",Finca de piedra natural con vistas panorámicas y licencia de alquiler,Noreste,Manacor,2.100.000 EUR,3,2
W-02ZZFH,144 ㎡,127 ㎡,Proyecto exclusivo de casas adosadas de nueva construcción con piscina y garaje,Sureste,Campos,685.000 EUR,3,3
W-02ZZFB,144 ㎡,127 ㎡,Proyecto exclusivo de casas adosadas de nueva construcción con piscina y garaje,Sureste,Campos,685.000 EUR,3,3
